binSize,weightsByDistance,0.9,fold,model_name,cu,co,tau,variable,dataset_name,0.75,0.5,0.25,0.1,0.9,0.75,0.5,0.25,0.1
100,False,2.8715365239294712,1,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
100,True,3.221662468513854,1,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
400,False,1.0,1,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
400,True,2.546599496221663,1,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
20,False,1.2,2,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
20,True,1.576,2,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
100,False,0.9013333333333332,2,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
100,True,1.2986666666666666,2,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
400,False,1.0,2,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
400,True,1.264,2,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
20,False,2.367272727272727,3,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
20,True,2.756363636363637,3,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
100,False,2.1272727272727274,3,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
100,True,2.5490909090909093,3,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
400,False,1.0,3,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
400,True,1.9563636363636363,3,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
20,False,1.3563218390804597,4,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
20,True,1.5977011494252875,4,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
100,False,1.2442528735632183,4,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
100,True,1.3908045977011494,4,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
400,False,1.0,4,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
400,True,1.2672413793103448,4,LS_KDEx_MLP,9.0,1.0,0.9,shrimp,yaz,,,,,,,,,
20,False,2.368888888888889,0,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
20,True,2.595555555555556,0,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
100,False,1.4411111111111112,0,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
100,True,2.0466666666666664,0,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
400,False,1.0,0,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
400,True,1.5255555555555558,0,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
20,False,1.1900726392251824,1,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
20,True,1.588377723970945,1,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
100,False,0.9479418886198548,1,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
100,True,1.225181598062954,1,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
400,False,1.0,1,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
400,True,1.0435835351089586,1,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
20,False,1.9422535211267609,2,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
20,True,1.4760563380281693,2,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
100,False,1.1563380281690143,2,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
100,True,1.2760563380281695,2,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
400,False,1.0,2,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
400,True,0.8450704225352114,2,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
20,False,0.5979228486646886,3,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
20,True,0.6706231454005936,3,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
100,False,0.8234421364985167,3,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
100,True,0.6409495548961426,3,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
400,False,1.0,3,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
400,True,0.6068249258160238,3,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
20,False,0.7624398073836276,4,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
20,True,0.7576243980738363,4,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
100,False,0.8170144462279296,4,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
100,True,0.7897271268057785,4,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
400,False,1.0,4,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
400,True,0.7191011235955058,4,LS_KDEx_MLP,9.0,1.0,0.9,steak,yaz,,,,,,,,,
20,False,,0,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.640287769784173,,,,,,,,
20,True,,0,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.8201438848920863,,,,,,,,
100,False,,0,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.1870503597122302,,,,,,,,
100,True,,0,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.3381294964028776,,,,,,,,
400,False,,0,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.0,,,,,,,,
400,True,,0,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.0575539568345325,,,,,,,,
20,False,,1,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,0.9295774647887324,,,,,,,,
20,True,,1,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,0.9295774647887324,,,,,,,,
100,False,,1,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,0.9014084507042254,,,,,,,,
100,True,,1,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,0.9366197183098592,,,,,,,,
400,False,,1,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.0,,,,,,,,
400,True,,1,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,0.852112676056338,,,,,,,,
20,False,,2,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.047945205479452,,,,,,,,
20,True,,2,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.178082191780822,,,,,,,,
100,False,,2,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.0,,,,,,,,
100,True,,2,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.1095890410958904,,,,,,,,
400,False,,2,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.0,,,,,,,,
400,True,,2,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.0136986301369864,,,,,,,,
20,False,,3,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.2,,,,,,,,
20,True,,3,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.3333333333333333,,,,,,,,
100,False,,3,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.0333333333333334,,,,,,,,
100,True,,3,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.375,,,,,,,,
400,False,,3,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.0,,,,,,,,
400,True,,3,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.2166666666666666,,,,,,,,
20,False,,4,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.103448275862069,,,,,,,,
20,True,,4,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.2155172413793105,,,,,,,,
100,False,,4,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.1724137931034482,,,,,,,,
100,True,,4,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.206896551724138,,,,,,,,
400,False,,4,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.0,,,,,,,,
400,True,,4,LS_KDEx_MLP,7.5,2.5,0.75,calamari,yaz,1.1724137931034482,,,,,,,,
